20,5.11,10.00,51.09,5.85
20,5.13,9.90,50.74,5.92
20,5.13,9.10,46.64,5.95
20,5.13,8.60,44.08,5.97
20,5.11,8.10,41.38,5.99
20,5.09,8.30,42.27,6.00
20,5.11,8.00,40.87,6.01
20,5.13,8.10,41.51,6.03
20,5.13,7.90,40.49,6.04
20,5.13,8.30,42.54,6.06
20,5.11,8.20,41.89,6.06
20,5.11,8.10,41.38,6.07
20,5.11,8.30,42.40,6.08
20,5.13,8.20,42.03,6.09
20,5.13,8.10,41.51,6.10
20,5.13,7.90,40.49,6.10
20,5.11,8.10,41.38,6.11
20,5.09,8.40,42.78,6.11
20,5.11,8.10,41.38,6.12
20,5.13,7.90,40.49,6.13
20,5.14,8.30,42.67,6.14
20,5.13,8.30,42.54,6.14
20,5.13,8.30,42.54,6.16
20,5.13,8.20,42.03,6.16
20,5.11,8.20,41.89,6.17
20,5.11,8.30,42.40,6.18
20,5.09,8.30,42.27,6.18
20,5.13,8.30,42.54,6.19
20,5.13,8.50,43.56,6.19
20,5.13,8.50,43.56,6.20
20,5.11,8.50,43.43,6.20
20,5.09,8.20,41.76,6.20
20,5.13,8.20,42.03,6.21
20,5.14,8.40,43.18,6.21
20,5.13,8.30,42.54,6.21
20,5.11,8.30,42.40,6.22
20,5.09,8.50,43.29,6.22
20,5.11,8.20,41.89,6.22
20,5.14,8.40,43.18,6.23
20,5.13,8.20,42.03,6.23
20,5.11,8.00,40.87,6.23
20,5.13,8.20,42.03,6.24
20,5.11,8.30,42.40,6.24
20,5.11,8.40,42.92,6.24
20,5.13,-0.00,-0.00,6.25
20,5.14,8.10,41.64,6.25
20,5.13,8.30,42.54,6.25
20,5.11,8.30,42.40,6.25
20,5.09,-0.00,-0.00,6.25
20,5.13,8.20,42.03,6.26
20,5.14,8.50,43.70,6.26
20,5.13,8.20,42.03,6.26
20,5.11,8.40,42.92,6.26
20,5.09,8.50,43.29,6.26
20,5.11,8.40,42.92,6.27
20,5.14,8.10,41.64,6.26
20,5.13,8.20,42.03,6.27
20,5.11,8.10,41.38,6.27
20,5.09,8.60,43.80,6.27
20,5.11,-0.00,-0.00,6.27
20,5.13,8.30,42.54,6.27
20,5.14,8.40,43.18,6.27
20,5.13,8.20,42.03,6.27
20,5.13,8.50,43.56,6.27
20,5.11,8.10,41.38,6.27
20,5.09,8.10,41.25,6.27
20,5.11,-0.00,-0.00,6.28
20,5.13,8.40,43.05,6.27
20,5.14,8.30,42.67,6.27
20,5.11,8.50,43.43,6.28
20,5.11,8.10,41.38,6.27
20,5.11,8.30,42.40,6.28
20,5.13,8.50,43.56,6.28
20,5.14,7.90,40.61,6.28
20,5.13,7.90,40.49,6.28
20,5.11,8.10,41.38,6.28
20,5.09,7.90,40.23,6.28
20,5.11,8.30,42.40,6.28
20,5.13,8.40,43.05,6.28
20,5.13,8.20,42.03,6.28
20,5.11,8.50,43.43,6.28
20,5.11,8.10,41.38,6.28
20,5.11,8.20,41.89,6.28
20,5.09,8.10,41.25,6.28
20,5.11,8.10,41.38,6.28
20,5.13,8.30,42.54,6.28
20,5.14,8.50,43.70,6.28
20,5.13,8.40,43.05,6.28
20,5.13,8.30,42.54,6.28
20,5.11,8.20,41.89,6.28
20,5.09,8.20,41.76,6.28
20,5.13,8.40,43.05,6.28
20,5.14,8.40,43.18,6.28
20,5.13,8.50,43.56,6.28
20,5.11,8.30,42.40,6.28
20,5.09,8.30,42.27,6.28
20,5.11,8.30,42.40,6.28
20,5.13,8.40,43.05,6.28
20,5.13,8.30,42.54,6.28
19,5.13,8.10,41.51,6.28
19,5.13,-0.00,-0.00,6.27
19,5.11,6.80,34.74,6.26
19,5.11,7.30,37.30,6.25
19,5.11,7.20,36.78,6.24
19,5.11,7.70,39.34,6.23
19,5.13,7.90,40.49,6.22
19,5.14,7.70,39.59,6.22
19,5.11,7.80,39.85,6.21
19,5.11,7.70,39.34,6.21
19,5.11,7.50,38.32,6.20
19,5.13,7.80,39.98,6.20
19,5.13,7.80,39.98,6.20
19,5.13,8.00,41.00,6.19
19,5.11,7.70,39.34,6.19
19,5.11,7.60,38.83,6.19
19,5.13,7.80,39.98,6.19
19,5.14,8.00,41.13,6.18
19,5.13,7.50,38.44,6.18
19,5.11,7.40,37.81,6.18
19,5.11,7.70,39.34,6.17
19,5.13,7.90,40.49,6.17
19,5.14,7.60,39.07,6.17
19,5.14,7.80,40.10,6.17
19,5.14,7.70,39.59,6.17
19,5.13,7.40,37.93,6.17
19,5.11,7.50,38.32,6.16
19,5.11,7.50,38.32,6.16
19,5.11,7.70,39.34,6.16
19,5.14,7.70,39.59,6.16
19,5.13,7.80,39.98,6.16
19,5.11,7.40,37.81,6.16
19,5.09,7.60,38.71,6.16
19,5.11,7.70,39.34,6.16
19,5.13,7.70,39.46,6.16
19,5.13,7.70,39.46,6.14
19,5.13,7.80,39.98,6.14
19,5.11,7.70,39.34,6.14
19,5.09,7.70,39.22,6.14
19,5.13,7.60,38.95,6.14
19,5.14,7.50,38.56,6.14
19,5.13,7.90,40.49,6.14
19,5.13,7.80,39.98,6.14
19,5.11,7.90,40.36,6.14
19,5.11,7.80,39.85,6.14
19,5.11,-0.00,-0.00,6.14
19,5.11,7.70,39.34,6.14
19,5.13,7.80,39.98,6.14
19,5.14,7.80,40.10,6.13
19,5.13,7.70,39.46,6.13
19,5.14,7.50,38.56,6.13
19,5.13,7.70,39.46,6.13
19,5.11,7.70,39.34,6.13
19,5.11,7.70,39.34,6.13
19,5.13,7.70,39.46,6.13
19,5.14,7.60,39.07,6.13
19,5.13,8.10,41.51,6.13
19,5.11,8.10,41.38,6.13
19,5.11,7.60,38.83,6.13
19,5.13,7.80,39.98,6.13
19,5.13,7.90,40.49,6.13
19,5.13,7.90,40.49,6.13
19,5.11,-0.00,-0.00,6.13
19,5.11,7.70,39.34,6.13
19,5.13,7.60,38.95,6.13
19,5.11,7.50,38.32,6.13
19,5.13,7.70,39.46,6.13
19,5.14,7.90,40.61,6.13
19,5.13,7.90,40.49,6.13
19,5.11,7.50,38.32,6.13
19,5.11,7.70,39.34,6.13
